Gene,Degree,Eigen,Closeness,Betweenness,Strengths
PgB07_g021,5,3.42437E-05,1.98716E-05,6059.44407,5
PgB07_g022,29,1.75794E-06,2.35621E-05,26696.25548,29
PgB07_g023,51,1.25265E-05,2.48447E-05,30738.87952,51
PgB07_g026,54,4.42155E-05,2.48478E-05,33974.94338,54
PgB07_g027,31,3.05276E-06,2.35156E-05,15361.79663,31
PgB07_g028,28,4.99209E-06,2.41961E-05,11517.35929,28
PgB07_g029,11,2.14662E-05,2.31241E-05,76279.23398,11
PgB07_g034,11,2.35979E-06,2.21921E-05,8757.775915,11
PgB07_g036,19,1.12896E-06,2.17372E-05,4509.543786,19
PgB07_g037,34,4.92108E-05,2.35333E-05,7834.663767,34
PgB07_g039,29,0.009008864,2.35738E-05,40466.90581,29
PgB07_g040,15,9.88802E-06,2.35034E-05,9483.648736,15
PgB03_g083,14,0.000151413,2.3016E-05,11654.21927,14
PgB07_g041,30,9.00837E-05,2.51788E-05,25114.53571,30
PgB07_g043,25,0.009059262,2.33285E-05,12692.3351,25
PgB07_g044,7,7.41118E-06,1.8033E-05,22700.52946,7
PgB07_g045,30,0.010337283,2.28671E-05,6100.113779,30
PgB07_g048,15,9.19715E-06,2.33291E-05,3464.672661,15
PgB07_g049,21,8.29936E-05,2.30261E-05,5544.27883,21
PgB07_g050,17,3.77265E-07,2.15647E-05,5414.923055,17
PgB07_g051,42,1.59838E-06,2.40842E-05,27284.02869,42
PgB07_g053,2,1.53539E-09,1.57458E-05,377.8751506,2
PgB07_g054,59,0.040863577,2.53698E-05,125198.2259,59
PgB05_g135,52,0.000248268,2.58211E-05,86361.97526,52
PgB07_g056,26,4.28582E-06,2.40743E-05,7892.190393,26
PgB07_g058,33,1.54198E-06,2.3423E-05,4783.162616,33
PgB02X_g019,8,5.04627E-07,2.12852E-05,18688.7932,8
PgB07_g062,133,7.51061E-06,2.55853E-05,49009.3791,133
PgB07_g067,3,1.19881E-06,1.99561E-05,415.1508617,3
PgB07_g070,21,0.000150177,2.47807E-05,19749.19137,21
PgB07_g071,55,2.19607E-06,2.36077E-05,18064.31792,55
PgB02X_g020,7,0.001748485,2.05103E-05,494.5131757,7
PgB07_g078,122,0.144721495,2.36323E-05,35178.99855,122
PgB03_g133,27,0.010267156,2.26536E-05,12283.16259,27
PgB07_g086,79,6.37908E-06,2.54836E-05,35928.92518,79
PgB07_g087,62,6.08617E-06,2.43855E-05,11033.13501,62
PgB07_g089,12,4.81387E-06,2.27423E-05,6025.554421,12
PgB07_g090,17,0.005470884,2.22712E-05,4797.772022,17
PgB07_g091,5,6.3778E-08,2.00965E-05,1226.002873,5
PgB07_g095,32,4.02652E-05,2.45206E-05,15080.79455,32
PgB07_g097,26,0.000567853,2.47678E-05,43383.23633,26
PgB07_g098,100,5.73173E-06,2.54628E-05,63318.96841,100
PgB03_g164,15,1.65742E-06,2.21995E-05,6113.643344,15
PgB07_g099,10,2.13569E-06,2.19925E-05,1762.456052,10
PgB07_g100,178,5.72708E-05,2.64005E-05,60052.42427,178
PgB07_g101,171,5.82347E-05,2.69825E-05,70920.97489,171
PgB07_g103,286,0.59743519,2.36395E-05,16796.04936,286
PgB02X_g084,34,0.019831206,2.4068E-05,31502.90078,34
PgB08_g002,21,0.010011766,2.28765E-05,14117.84536,21
PgB08_g003,20,0.004679826,2.40749E-05,23906.80577,20
PgB08_g004,46,4.97112E-05,2.49919E-05,48581.17214,46
PgB08_g005,8,3.36401E-06,2.15624E-05,5688.079935,8
PgB08_g007,15,7.86803E-07,2.22489E-05,9677.715626,15
PgB08_g015,21,0.001664861,2.45393E-05,25859.71161,21
PgB08_g017,13,1.56925E-05,2.30643E-05,8610.956433,13
PgB08_g018,14,2.25392E-05,2.28295E-05,4351.047539,14
PgB08_g019,18,1.11593E-06,2.26788E-05,3397.797508,18
PgB08_g020,21,4.24389E-07,1.99489E-05,87609.48386,21
PgB08_g022,71,3.99549E-05,2.5945E-05,77863.68314,71
PgB08_g024,17,1.12764E-05,2.35988E-05,4933.531989,17
PgB08_g026,96,0.042982472,2.59074E-05,47017.05415,96
PgB08_g028,31,2.10616E-05,2.43772E-05,46219.37498,31
PgB08_g029,49,1.17499E-05,2.53415E-05,53166.44761,49
PgB08_g030,22,0.001466008,2.39613E-05,25893.76732,22
PgB08_g032,16,0.001338606,2.44182E-05,17519.57691,16
PgB08_g035,75,0.001666301,2.63006E-05,107092.7891,75
PgB08_g037,43,0.047706529,2.35034E-05,32428.04432,43
PgB08_g043,40,0.031519557,2.34478E-05,13006.6024,40
PgB02X_g088,16,0.000909702,2.30739E-05,37348.5799,16
PgB04_g038,17,0.007228074,2.27993E-05,33518.3833,17
PgB08_g053,10,2.3372E-05,2.23724E-05,3414.192844,10
PgB08_g055,40,6.59277E-06,2.47604E-05,31952.09734,40
PgB04_g094,9,1.51899E-05,2.25033E-05,4746.897701,9
PgB01_g167,14,0.00028942,2.34324E-05,12094.31747,14
PgB08_g060,65,7.46803E-06,2.51054E-05,25990.29604,65
PgB08_g062,40,0.072533388,2.25306E-05,8199.121994,40
PgB08_g065,113,7.29992E-06,2.4432E-05,11399.87595,113
PgB08_g066,17,2.69254E-05,2.34527E-05,11989.07266,17
PgB08_g069,9,1.49111E-06,2.2204E-05,15635.10461,9
PgB08_g070,151,0.272942887,2.34384E-05,8017.607186,151
PgB08_g072,24,6.20641E-06,2.43795E-05,31633.98895,24
PgB08_g079,350,0.700128888,2.48923E-05,52902.20372,350
PgB02X_g034,2,6.65967E-10,1.74514E-05,350.385193,2
PgB08_g081,22,1.7224E-07,2.14427E-05,29639.71689,22
PgB08_g085,101,7.12645E-06,2.5047E-05,67008.07868,101
PgB02X_g125,13,3.99218E-06,2.2423E-05,1107.187298,13
PgB08_g086,76,0.000440692,2.62082E-05,65103.95592,76
PgB08_g091,19,0.01292997,2.30091E-05,21152.51223,19
PgB08_g092,20,8.35254E-06,2.41598E-05,7820.193918,20
PgB08_g095,26,3.89957E-06,2.41144E-05,7979.307968,26
PgB09_g003,5,5.66588E-07,2.09214E-05,44590.10832,5
PgB09_g004,8,5.78997E-06,2.17358E-05,12960.29378,8
PgB09_g005,6,1.69244E-06,2.15647E-05,1117.745599,6
PgB09_g006,71,6.16141E-06,2.43392E-05,9504.83642,71
PgB01_g130,28,4.36484E-05,2.46615E-05,14173.07945,28
PgB09_g012,38,1.8344E-05,2.41873E-05,30164.21304,38
PgB09_g013,50,0.001349302,2.63664E-05,98033.63282,50
PgB09_g015,5,1.17966E-07,1.95867E-05,3449.86055,5
PgB09_g021,36,0.023442195,2.43813E-05,46931.99122,36
PgB09_g024,329,0.777562111,2.31932E-05,3228.698883,329
PgB09_g030,24,0.006606206,2.42424E-05,41294.9565,24
PgB09_g031,240,0.576357035,2.34709E-05,17720.63096,240
PgB09_g032,31,0.055261537,2.20143E-05,5356.887674,31
PgB09_g033,17,2.24893E-06,2.34208E-05,3905.209682,17
PgB09_g034,92,5.88204E-05,2.60451E-05,41977.38451,92
PgB01_g028,34,7.80357E-06,2.39029E-05,14493.67061,34
PgB09_g035,71,9.88033E-05,2.65175E-05,101723.3738,71
PgB08_g074,32,6.90453E-06,2.44296E-05,10275.07078,32
PgB09_g036,61,2.68179E-05,2.49451E-05,28685.95498,61
PgB09_g041,270,0.647338148,2.32558E-05,8262.116514,270
PgB09_g043,18,0.007057639,2.27723E-05,19675.57838,18
PgB09_g046,196,0.389820534,2.33051E-05,13760.43682,196
PgB09_g048,16,0.000780928,2.35322E-05,5317.227215,16
PgB02X_g090,16,2.15072E-07,2.124E-05,9525.186042,16
PgB09_g051,25,4.40259E-08,2.08411E-05,24568.07856,25
PgB04_g073,25,8.2841E-06,2.4243E-05,11672.6111,25
PgB09_g055,61,1.69181E-05,2.54285E-05,34877.54048,61
PgB07_g102,3,2.46333E-06,2.11493E-05,356.7028227,3
PgB09_g056,21,2.81423E-05,2.3762E-05,10623.04735,21
PgB09_g057,32,2.33153E-06,2.41383E-05,25518.87821,32
PgB09_g058,8,4.4201E-07,2.10402E-05,13121.94768,8
PgB09_g059,57,1.45149E-05,2.54557E-05,35637.8034,57
PgB09_g062,325,0.624249773,2.38738E-05,14068.65888,325
PgB09_g063,55,1.79175E-05,2.4101E-05,8938.007139,55
PgB09_g064,9,1.08891E-05,2.21278E-05,12528.10327,9
PgB09_g066,25,1.27316E-07,2.17685E-05,31381.2252,25
PgB09_g068,33,2.65512E-06,2.34935E-05,4844.900749,33
PgB09_g069,38,2.35947E-05,2.49203E-05,25976.82624,38
PgB09_g072,26,3.21688E-06,2.31219E-05,6348.119575,26
PgB09_g073,40,0.014037288,2.4322E-05,30117.19708,40
PgB09_g075,94,2.7658E-06,2.44033E-05,72885.85197,94
PgB09_g076,39,4.12078E-05,2.54336E-05,46465.31837,39
PgB09_g081,20,0.000285504,2.3601E-05,20207.94395,20
PgB09_g082,20,4.10774E-05,2.37287E-05,6405.42237,20
PgB01_g039,2,8.32691E-10,1.70349E-05,57.47255421,2
PgB05_g093,31,8.10609E-13,1.43342E-05,16357.05612,31
PgB02X_g061,13,0.000116747,2.26927E-05,4919.360472,13
PgB09_g088,15,1.16535E-05,2.31825E-05,10828.7721,15
PgB09_g089,11,7.52597E-07,2.05411E-05,10058.97416,11
PgB09_g091,4,6.35749E-06,2.10044E-05,376.0430182,4
PgB04_g024,11,6.55765E-06,2.24583E-05,10200.5204,11
PgB09_g092,38,2.1346E-05,2.51541E-05,22656.54132,38
PgB09_g095,22,9.05271E-05,2.31793E-05,17708.06167,22
PgB09_g096,38,1.69175E-05,2.46433E-05,7073.785626,38
PgB09_g097,23,2.77838E-05,2.43214E-05,20835.32485,23
PgB09_g099,170,0.380610207,2.34703E-05,3206.930466,170
PgB09_g100,352,0.864727428,2.34219E-05,7976.214942,352
PgB10_g001,349,0.835935737,2.31294E-05,3215.418796,349
PgB10_g002,335,0.782091307,2.33732E-05,9504.594471,335
PgB10_g003,379,0.890978023,2.34099E-05,5020.358084,379
PgB10_g004,387,0.849649172,2.38254E-05,14093.409,387
PgB10_g008,7,0.000351608,2.20439E-05,2929.90539,7
PgB10_g011,21,2.08384E-05,2.38504E-05,8165.295348,21
PgB10_g012,33,0.050335686,2.18852E-05,1977.22072,33
PgB10_g013,19,2.06725E-05,2.39894E-05,16287.49295,19
PgB10_g017,63,5.46426E-06,2.51585E-05,46100.2252,63
PgB10_g018,16,0.000125934,2.33454E-05,29070.00005,16
PgB10_g019,26,0.02894861,2.35955E-05,18776.2243,26
PgB10_g021,13,1.16366E-06,2.2805E-05,8749.874535,13
PgB10_g022,28,4.14312E-06,2.39802E-05,42130.15422,28
PgB10_g023,10,5.39765E-06,2.15295E-05,17161.17712,10
PgB10_g026,9,2.51493E-06,2.15397E-05,3919.15915,9
PgB10_g029,8,4.82087E-07,2.16741E-05,3182.567329,8
PgB10_g031,14,7.83875E-08,1.97348E-05,38765.73464,14
PgB10_g032,258,0.584323621,2.32802E-05,18315.5804,258
PgB10_g033,19,9.89671E-06,2.3801E-05,16417.40852,19
PgB10_g034,6,6.55861E-05,2.18804E-05,2202.186583,6
PgB10_g035,36,4.60683E-05,2.51984E-05,34647.41625,36
PgB10_g036,16,7.70016E-06,2.34176E-05,10610.09257,16
PgB10_g039,42,2.33437E-05,2.4079E-05,31094.82053,42
PgB10_g040,24,2.47582E-05,2.4478E-05,11623.70544,24
PgB10_g043,60,3.77389E-05,2.59195E-05,52121.14937,60
PgB10_g045,6,5.00857E-06,2.21921E-05,1748.742137,6
PgB01_g219,55,0.000195501,2.60709E-05,90291.53228,55
PgB10_g050,26,3.99184E-05,2.4505E-05,23626.81456,26
PgB10_g052,37,1.09188E-05,2.47512E-05,34860.73671,37
PgB04_g095,9,6.52391E-06,2.212E-05,4120.816375,9
PgB10_g054,56,2.16364E-05,2.43392E-05,18311.37094,56
PgB10_g055,38,9.66612E-06,2.44069E-05,54347.89191,38
PgB10_g056,28,4.48864E-06,2.37954E-05,27673.51193,28
PgB10_g057,5,1.68512E-07,2.06753E-05,228.4812507,5
PgB10_g058,8,2.71523E-06,2.11448E-05,1495.497674,8
PgB10_g060,38,1.62791E-05,2.43126E-05,8760.760995,38
PgB10_g062,95,0.194467033,2.2805E-05,16382.96426,95
PgB10_g064,34,0.058502473,2.16586E-05,592.5336735,34
PgB01_g116,22,5.42925E-06,2.3483E-05,13570.24154,22
PgB10_g066,33,0.000404261,2.47109E-05,30969.70929,33
PgB10_g069,202,0.409340808,2.34984E-05,21630.75729,202
PgB05_g082,13,2.47249E-05,2.30028E-05,3639.379329,13
PgB10_g071,42,6.286E-07,2.23379E-05,6886.153652,42
PgB10_g072,55,2.82525E-06,2.43986E-05,15618.01739,55
PgB10_g074,60,6.99714E-05,2.49507E-05,21309.44741,60
PgB10_g075,13,9.59951E-06,2.30681E-05,9258.780075,13
PgB10_g076,37,0.015521173,2.4046E-05,37356.51664,37
PgB09_g038,24,6.73155E-05,2.34544E-05,19736.71148,24
PgB10_g078,31,0.000267521,2.51307E-05,13292.94626,31
PgB10_g081,15,1.76719E-06,2.21244E-05,15278.47573,15
PgB10_g082,14,1.56955E-05,2.32223E-05,41016.65266,14
PgB10_g086,260,0.52649574,2.42078E-05,67423.2082,260
PgB10_g087,15,3.42448E-06,2.33935E-05,7199.136131,15
PgB10_g088,33,1.80975E-05,2.42236E-05,38077.66837,33
PgB10_g089,39,1.39726E-05,2.43772E-05,24036.69641,39
PgB10_g090,47,1.71717E-05,2.57712E-05,43261.98746,47
PgB10_g091,30,0.000124968,2.47788E-05,17766.70262,30
PgB10_g092,35,1.48838E-10,1.60202E-05,7424.76658,35
PgB10_g094,28,9.5764E-13,1.41495E-05,1313.22441,28
PgB10_g098,151,6.48262E-05,2.64529E-05,58095.62045,151
PgB10_g099,71,6.74408E-06,2.52302E-05,38200.38649,71
PgB10_g101,17,1.58983E-06,2.29621E-05,35786.35375,17
PgB10_g102,22,1.1373E-05,2.40171E-05,9926.181802,22
PgB10_g103,325,0.819125117,2.29064E-05,10156.23947,325
PgB10_g104,294,0.689056311,2.361E-05,18422.676,294
PgB11_g001,24,0.00018994,2.47427E-05,19728.29674,24
PgB11_g002,33,0.033730688,2.29284E-05,3904.26946,33
PgB11_g003,40,2.15255E-09,1.70582E-05,17070.25626,40
PgB11_g004,60,0.003399159,2.60988E-05,50212.9189,60
PgB11_g005,83,1.92775E-05,2.59653E-05,37473.8176,83
PgB11_g006,8,1.47739E-06,2.17066E-05,771.6147235,8
PgB11_g008,97,3.67924E-05,2.60464E-05,24131.69742,97
PgB11_g010,20,1.26798E-05,2.32813E-05,16259.3425,20
PgB11_g013,19,7.88167E-06,2.26485E-05,3960.162519,19
PgB11_g015,41,0.000195327,2.57978E-05,27864.71304,41
PgB11_g016,34,3.34957E-05,2.47103E-05,23115.66887,34
PgB11_g017,43,2.82492E-05,2.53633E-05,26281.66901,43
PgB11_g020,10,3.01958E-06,2.26876E-05,70221.73348,10
PgB11_g021,9,6.08945E-09,1.82485E-05,110329.6569,9
PgB11_g022,21,5.68016E-06,2.37411E-05,4806.07525,21
PgB11_g023,13,5.54679E-13,1.40903E-05,18785.48874,13
PgB11_g025,20,2.33743E-06,2.28645E-05,2631.482321,20
PgB11_g028,32,1.66356E-05,2.41388E-05,56795.91446,32
PgB11_g031,57,0.001836102,2.67058E-05,74966.589,57
PgB11_g035,73,0.000103375,2.68601E-05,85692.96794,73
PgB11_g037,8,1.44018E-05,2.21122E-05,4456.163001,8
PgB01_g178,6,1.81442E-06,2.11569E-05,1390.345054,6
PgB11_g039,15,1.48581E-07,2.1522E-05,20424.18125,15
PgB11_g045,2,2.84112E-13,1.4176E-05,1320.840482,2
PgB11_g049,33,3.53557E-05,2.47629E-05,57358.51383,33
PgB11_g051,11,9.74308E-10,1.64943E-05,167417.3025,11
PgB11_g053,15,7.38214E-07,2.2877E-05,9330.532167,15
PgB02X_g006,7,1.74681E-08,1.91571E-05,940.6416724,7
PgB11_g059,125,1.53233E-05,2.51439E-05,18497.6188,125
PgB04_g052,29,1.06933E-06,2.20999E-05,23016.92248,29
PgB11_g060,36,2.65183E-06,2.37818E-05,3782.482059,36
PgB11_g061,80,5.77274E-06,2.52621E-05,51917.92624,80
PgB11_g064,5,2.82734E-08,1.8457E-05,35796.69304,5
PgB11_g065,146,3.66754E-05,2.58826E-05,34003.22874,146
PgB01_g247,6,3.72889E-07,2.13579E-05,2918.269353,6
PgB03_g165,23,0.001422508,2.45978E-05,43848.8883,23
PgB11_g071,22,3.76447E-05,2.39693E-05,22687.15324,22
PgB08_g096,13,5.19988E-06,2.29779E-05,6222.164148,13
PgB11_g072,8,1.78636E-05,2.25601E-05,1382.098394,8
PgB11_g073,82,4.56696E-06,2.40796E-05,15509.20485,82
PgB11_g074,24,5.63325E-06,2.26562E-05,2667.795883,24
PgB11_g078,13,0.016586417,2.03894E-05,5.91865833,13
PgB11_g079,30,0.000116886,2.51136E-05,22395.97133,30
PgB12X_g001,44,0.033852202,2.41086E-05,18807.95259,44
PgB12X_g003,26,5.52703E-06,2.40252E-05,33448.09198,26
PgB12X_g004,146,3.32895E-05,2.56364E-05,27089.32334,146
PgB12X_g005,23,5.68078E-06,2.34307E-05,7842.831274,23
PgB12X_g009,11,3.30764E-08,2.0277E-05,3757.962962,11
PgB12X_g010,43,2.03358E-05,2.50482E-05,28720.75079,43
PgB01_g066,28,2.57307E-05,2.45894E-05,28141.45706,28
PgB12X_g011,43,3.74894E-05,2.45429E-05,29190.11719,43
PgB12X_g014,21,9.29671E-06,2.38379E-05,11511.42434,21
PgB12X_g015,80,9.8628E-05,2.52137E-05,40958.49696,80
PgB12X_g019,325,0.811452853,2.31997E-05,13380.16246,325
PgB12X_g022,15,7.03325E-10,1.65022E-05,30381.55881,15
PgB12X_g024,29,7.91775E-06,2.4083E-05,26680.6268,29
PgB12X_g025,61,1.92205E-05,2.48911E-05,39076.72139,61
PgB12X_g027,64,3.65347E-09,1.74216E-05,100724.5956,64
PgB07_g080,69,9.80657E-10,1.73837E-05,173692.0632,69
PgB12X_g029,18,7.04339E-06,2.36122E-05,6024.307367,18
PgB12X_g030,13,3.21251E-07,2.16821E-05,10856.07326,13
PgB12X_g031,28,3.81848E-05,2.39705E-05,11118.31443,28
PgB12X_g032,20,6.85243E-07,2.16854E-05,53565.3923,20
PgB12X_g033,78,3.35214E-05,2.53293E-05,50279.16647,78
PgB02X_g117,18,5.38202E-06,2.32612E-05,8958.343276,18
PgB12X_g039,9,3.92278E-09,1.89861E-05,2470.510395,9
PgB12X_g041,13,7.17934E-07,2.22504E-05,26838.93611,13
PgB12X_g042,53,3.23585E-06,2.39964E-05,34117.70478,53
PgB12X_g044,36,0.016003831,2.34505E-05,10556.51025,36
PgB12X_g047,76,2.54856E-05,2.53139E-05,27957.04601,76
PgB12X_g049,6,6.84687E-08,2.06241E-05,806.4550084,6
PgB12X_g050,45,1.92614E-05,2.47568E-05,7214.088804,45
PgB12X_g052,93,1.77003E-05,2.58813E-05,83839.23448,93
PgB02X_g177,30,9.32772E-06,2.41319E-05,20634.6421,30
PgB06_g093,22,9.41816E-06,2.34593E-05,12070.76971,22
PgB12X_g054,47,1.44877E-05,2.54531E-05,20839.07402,47
PgB12X_g055,69,0.132522194,2.32002E-05,8928.095668,69
PgB12X_g057,36,2.73094E-05,2.42937E-05,41013.91577,36
PgB12X_g059,17,1.21755E-06,2.33443E-05,43352.72047,17
PgB12X_g060,1,8.43629E-15,1.22402E-05,0,1
PgB12X_g061,21,2.72884E-05,2.4072E-05,19267.35499,21
PgB12X_g063,23,0.001369226,2.4484E-05,19754.93698,23
PgB12X_g065,29,1.63663E-06,2.39975E-05,11362.46168,29
PgB12X_g068,24,3.8646E-05,2.45568E-05,46438.94597,24
PgB12X_g069,9,1.31849E-06,2.23399E-05,2404.254662,9
PgB12X_g070,203,0.494186968,2.22336E-05,842.5180953,203
PgB13_g001,165,0.285356328,2.34187E-05,7952.693686,165
PgB13_g002,42,8.11638E-05,2.55102E-05,18332.88459,42
PgB01_g216,106,0.219158314,2.35621E-05,48600.90507,106
PgB13_g004,66,0.103358492,2.37744E-05,27894.81023,66
PgB13_g007,30,3.19926E-06,2.32391E-05,7448.208086,30
PgB13_g011,30,3.25337E-05,2.44266E-05,8000.165196,30
PgB13_g013,19,4.6897E-06,2.33247E-05,11088.3441,19
PgB13_g014,16,1.02545E-06,2.3075E-05,1587.326916,16
PgB13_g017,42,0.000132789,2.48416E-05,9361.300173,42
PgB13_g019,58,0.125417673,2.22539E-05,4667.850016,58
PgB13_g020,17,0.00013154,2.40917E-05,11447.58446,17
PgB13_g025,264,0.684372712,2.2702E-05,2598.200258,264
PgB13_g026,251,0.448469844,2.45779E-05,28048.08133,251
PgB03_g105,11,2.10589E-06,2.19515E-05,11788.88349,11
PgB13_g028,288,0.567136886,2.40131E-05,51114.43553,288
PgB13_g029,23,0.006761201,2.42718E-05,19778.75422,23
PgB13_g030,98,5.82812E-05,2.63331E-05,65360.27933,98
PgB13_g033,39,3.83621E-05,2.52111E-05,48903.23103,39
PgB13_g034,330,0.833722352,2.30723E-05,3086.036066,330
PgB13_g035,256,0.622099152,2.31503E-05,5953.602727,256
PgB13_g037,30,4.75753E-05,2.48139E-05,21359.26408,30
PgB13_g038,13,2.40424E-07,2.18398E-05,31586.2573,13
PgB13_g040,293,0.684725426,2.32423E-05,14427.2775,293
PgB04_g059,7,0.000306376,2.15452E-05,2898.577406,7
PgB13_g043,117,2.14675E-05,2.46512E-05,5789.09521,117
PgB13_g044,57,4.98694E-05,2.54472E-05,19226.93641,57
PgB01_g079,15,0.000125172,2.32704E-05,4272.452457,15
PgB13_g045,115,0.219458387,2.35688E-05,40075.01908,115
PgB13_g046,354,0.802296792,2.40987E-05,21241.65137,354
PgB13_g048,46,0.000734019,2.57586E-05,76561.48343,46
PgB08_g061,36,0.052616606,2.40651E-05,45727.00287,36
PgB11_g042,12,5.04817E-09,1.85729E-05,12959.31783,12
PgB04_g142,11,7.62969E-06,2.2118E-05,12173.96399,11
PgB13_g056,9,7.11339E-07,2.13625E-05,1512.557077,9
PgB13_g061,268,0.549143626,2.36658E-05,12652.78713,268
PgB13_g062,17,8.19846E-10,1.73352E-05,44955.70219,17
PgB13_g068,3,7.11537E-10,1.63356E-05,151.9680717,3
PgB13_g069,33,0.010454891,2.52519E-05,65608.2311,33
PgB13_g070,32,0.018686743,2.45212E-05,23549.25213,32
PgB05_g106,21,5.98693E-11,1.59127E-05,194046.0542,21
PgB14X_g002,11,1.65587E-07,2.11493E-05,22136.51576,11
PgB14X_g003,3,1.67519E-10,1.57438E-05,14243.35206,3
PgB14X_g011,29,1.80672E-06,2.35971E-05,20045.75594,29
PgB14X_g013,287,0.540786727,2.39641E-05,30821.97803,287
PgB14X_g014,21,4.22892E-08,1.89441E-05,51969.05886,21
PgB05_g002,3,1.73588E-10,1.58904E-05,290.678721,3
PgB14X_g016,26,4.17333E-07,2.03832E-05,81909.90544,26
PgB14X_g022,16,7.81968E-07,2.30942E-05,2951.066011,16
PgB14X_g027,29,1.43446E-08,2.00775E-05,25281.13928,29
PgB05_g091,3,1.00685E-09,1.74911E-05,975.6616707,3
PgB14X_g032,21,2.52968E-06,2.34797E-05,6691.403234,21
PgB14X_g033,44,2.24182E-06,2.37327E-05,7664.832632,44
PgB14X_g036,102,2.50237E-05,2.62323E-05,49086.07419,102
PgB14X_g037,13,7.95239E-06,2.30441E-05,4887.576886,13
PgB04_g015,8,2.22374E-06,2.18799E-05,5263.737018,8
PgB14X_g040,26,3.17927E-05,2.42465E-05,23778.34311,26
PgB14X_g043,17,1.35601E-05,2.3488E-05,13185.2931,17
PgB14X_g044,124,2.80825E-05,2.66517E-05,143013.9262,124
PgB14X_g045,2,4.6908E-10,1.77004E-05,240.9161258,2
PgB02X_g189,25,0.001159891,2.49178E-05,28909.90385,25
PgB14X_g046,27,1.84133E-05,2.414E-05,17352.60972,27
PgB14X_g047,47,4.90977E-05,2.49414E-05,61453.56339,47
PgB14X_g048,8,1.00965E-06,2.15647E-05,2857.412404,8
PgB14X_g050,34,1.78057E-05,2.51174E-05,17048.047,34
PgB11_g036,44,8.06013E-05,2.56529E-05,19629.47357,44
PgB14X_g051,59,3.72886E-05,2.55454E-05,34932.69483,59
PgB14X_g052,18,5.19837E-05,2.06351E-05,37890.91518,18
PgB02X_g176,21,0.001818413,2.46475E-05,23536.83814,21
PgB14X_g054,38,0.000862214,2.52506E-05,27948.04447,38
PgB14X_g056,48,1.93163E-05,2.51099E-05,45955.48312,48
PgB14X_g057,29,0.000137691,2.47506E-05,32257.27268,29
PgB14X_g058,27,2.44531E-06,2.35544E-05,6565.112601,27
PgB14X_g060,29,2.67273E-05,2.46214E-05,9430.614797,29
PgB14X_g063,35,1.13229E-05,2.40067E-05,17327.35076,35
PgB14X_g064,66,0.001968913,2.64711E-05,131283.9496,66
PgB15_g002,20,1.78014E-06,2.3499E-05,21395.33701,20
PgB15_g003,11,2.44282E-13,1.44223E-05,97766.22144,11
PgB15_g007,16,3.46714E-06,2.33487E-05,7504.853502,16
PgB15_g008,6,5.22442E-06,2.1786E-05,2212.709028,6
PgB04_g063,5,3.22946E-08,1.87631E-05,3015.994164,5
PgB15_g009,19,5.59631E-06,2.28791E-05,49009.20464,19
PgB15_g011,30,0.044666377,2.19848E-05,1680.820693,30
PgB15_g012,7,0.007990559,2.02355E-05,4166.244954,7
PgB15_g013,71,2.90798E-05,2.58191E-05,37376.48557,71
PgB15_g014,19,0.000123505,2.36066E-05,18460.1083,19
PgB15_g015,11,0.001806938,2.22836E-05,10615.89017,11
PgB15_g016,56,2.34285E-05,2.55337E-05,28674.09869,56
PgB15_g017,8,0.006521792,2.10739E-05,1323.978477,8
PgB15_g019,80,3.18432E-06,2.42295E-05,54515.23625,80
PgB15_g021,7,1.98143E-07,2.11703E-05,1224.230943,7
PgB15_g024,3,9.89773E-08,1.97718E-05,13947.38967,3
PgB15_g026,45,7.33783E-05,2.57719E-05,49699.03423,45
PgB15_g027,6,0.000149768,2.16202E-05,4946.174472,6
PgB15_g028,26,6.52305E-05,2.41651E-05,25593.35046,26
PgB15_g030,62,4.81813E-05,2.5618E-05,32506.40869,62
PgB15_g033,32,1.62695E-06,2.23879E-05,421324.4513,32
PgB15_g034,57,0.06466758,2.39332E-05,26045.21484,57
PgB03_g160,13,1.83675E-06,2.33089E-05,12868.02462,13
PgB15_g040,37,0.000231851,2.51838E-05,83941.79542,37
PgB15_g041,40,3.82057E-06,2.41173E-05,21962.28542,40
PgB15_g042,21,1.3213E-05,2.40108E-05,19764.78215,21
PgB15_g043,10,0.000178782,2.24987E-05,5507.864847,10
PgB15_g044,19,0.000171029,2.47255E-05,14266.51568,19
PgB15_g051,83,0.124622761,2.46415E-05,106595.5613,83
PgB15_g052,144,0.090840455,2.69462E-05,199787.8744,144
PgB15_g053,25,0.011950647,2.49482E-05,36612.14726,25
PgB15_g056,9,0.001427877,2.2239E-05,5072.51119,9
PgB16_g001,16,0.000224178,2.36178E-05,12394.11743,16
PgB16_g002,29,0.004162254,2.53826E-05,51305.32705,29
PgB16_g003,8,0.001833479,2.19029E-05,10355.13556,8
PgB16_g004,10,2.81879E-06,2.22202E-05,3260.416833,10
PgB16_g005,42,1.43857E-05,2.45381E-05,36220.98868,42
PgB16_g009,3,3.69107E-08,1.81795E-05,613.0934278,3
PgB16_g010,30,8.89665E-06,2.45038E-05,18104.75979,30
PgB16_g011,40,8.88092E-06,2.43481E-05,24736.73513,40
PgB16_g012,56,0.000235317,2.63915E-05,48835.14687,56
PgB02X_g079,16,6.06716E-06,2.3839E-05,18586.58652,16
PgB03_g125,16,2.26905E-05,2.3663E-05,18234.29823,16
